ID;Word;Category;IsActive
00000000-0000-0000-0000-000000000001; amık ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000003; amın;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000004; amina;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000005; amına;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000006; aminda;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000007; amindan;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000008; amini;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000009; amını;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000010; amını s;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000011; amlı ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000012; anal ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000013; anan ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000014; anana ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000015; anandan;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000002; anani ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000016; ananı ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000017; ananin;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000018; ananın;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000019; anasını;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000020; anasinin;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000021; attırdığım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000022; azdım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000023; azdırıcı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000024; mcik;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000025; meme ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000026; memeler ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000027; sikis;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000028; ulan;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000029; yalamak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000030; yarak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000031;a q;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000032;a.q;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000033;a.q.;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000034;abanmak ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000035;abazan;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000036;Adalet Birlik Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000037;Adalet Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000038;adalet ve kalkinma partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000039;Adalet ve Kalkınma Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000040;adi şerefsiz;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000041;adı şerefsiz;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000042;aftos ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000043;ag;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000044;ağzına sıçayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000045;ahmak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000046;Ak parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000047;aklına tükürmek ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000048;akp;Siyasi;TRUE
00000000-0000-0000-0000-000000000049;allah belanı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000050;allahsız;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000051;am;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000052;am biti;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000053;ambiti;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000054;amcığı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000055;amcik;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000056;amcık;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000057;amck;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000058;amcıh;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000059;amcuk;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000060;amı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000061;amın feryadı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000062;amin oglu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000063;amın oglu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000064;amın oğlu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000065;amına kodumun;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000066;amına korum sus;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000067;amına koy;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000068;amina koyarim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000069;amına koyarım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000070;amina koyayim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000071;amina koyayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000072;amına koyayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000073;amına koyduğum;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000074;amına koyim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000075;amına koyuyum senin;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000076;amına koyyim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000077;amına sikem;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000078;amına sokam;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000079;amına sokayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000080;aminako;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000081;amınako;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000082;amınakoyim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000083;amindayken;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000084;amını aç;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000085;amını sik;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000086;amını yemek istiyorum;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000087;amını yerim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000088;aminiyarraaniskiim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000089;amınıza koyacağım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000090;amınıza koyarım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000091;amınıza koyayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000092;amınıza koyim sizin;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000093;amınızı sikeceğim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000094;aminoglu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000095;amınoğlu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000096;amısına;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000097;amısını;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000098;amiyum;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000099;amk;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000100;amk çocuğu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000101;amkafa;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000102;amlarnzn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000103;amm;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000104;ammak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000105;ammna;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000106;amn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000107;amnda;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000108;amndaki;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000109;amngtn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000110;amnn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000111;amona;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000112;amq;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000113;amsalak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000114;amteri;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000115;amuğa;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000116;amugaa;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000117;amuna;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000118;anaaann;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000119;analarn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000120;anam avradım olsun ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000121;ananı sik;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000122;ananın am;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000123;ananın dölü;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000124;ananın örekesi ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000125;ananınki;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000126;ananısik;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000127;ananızı avradınızı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000128;ananızın am;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000129;anann;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000130;ananz;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000131;orosp;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000132;anasının am;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000133;anasının gözü ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000134;Anavatan Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000135;andaval ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000136;angut;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000137;antipatik;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000138;anuna;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000139;AP;Siyasi;TRUE
00000000-0000-0000-0000-000000000140;aparmak ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000141;aptal;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000142;aq;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000143;aq.;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000144;arakçı ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000145;As Parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000146;asalak;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000147;askıntı;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000148;aşıramento ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000149;aşna fişne ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000150;ass;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000151;asshole;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000152;atmık;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000153;attrrm;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000154;avrat;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000155;ayklarmalrmsikerim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000156;ayran ağızlı ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000157;Ayyıldız Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000158;azdirici;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000159;azgin;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000160; azgın;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000161;babaannesi kaşar;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000162;babası pezevenk;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000163;bacağına sıçayım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000164;bacak arası;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000165;bacına;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000166;bacini;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000167;bacını;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000168;bacn;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000169;Bağımsız Cumhuriyet Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000170;Bağımsız Türkiye Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000171;bakire;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000172;Bakur;Siyasi;TRUE
00000000-0000-0000-0000-000000000173;bastard;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000174;belanı;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000175;berbat;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000176;beyinsiz;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000177;Birleşik Devrimci Parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000178;biseksuel;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000179;bitch;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000180;biting;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000181;bızır;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000182;bok;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000183;boka;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000184;bokbok;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000185;bokça;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000186;bokhu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000187;bokkkumu;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000188;boklar;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000189;boktan;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000190;boku;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000191;bombok;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000192;boner;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000193;boob;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000194;bosaldım;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000195;bosalmak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000196;boşalmak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000197;Büyük Birlik Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000198;Büyük Türkiye Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000199;canın cehenneme;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000200;çarkına ed ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000201;cenabet;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000202;centilmenlik anlaşması;Rekabet Hukuku;TRUE
00000000-0000-0000-0000-000000000203;chp;Siyasi;TRUE
00000000-0000-0000-0000-000000000204;cibiliyet;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000205;ciftles;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000206;çiftleş;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000207;Cihan Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000208;CİHAP;Siyasi;TRUE
00000000-0000-0000-0000-000000000209;Cinayey;Siyasi;TRUE
00000000-0000-0000-0000-000000000210;çiş;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000211;cock;İngilizce;TRUE
00000000-0000-0000-0000-000000000212;Çoğulcu Demokrasi Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000213;crap;İngilizce;TRUE
00000000-0000-0000-0000-000000000214;çük;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000215;cumhuriyet halk partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000216;DAES;Siyasi;TRUE
00000000-0000-0000-0000-000000000217;DAEŞ;Siyasi;TRUE
00000000-0000-0000-0000-000000000218;dalkavuk;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000219;dallama;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000220;daltassak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000221;dalyarak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000222;dalyarrak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000223;dangalak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000224;daşak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000225;dassagi;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000226;daşşak;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000227;dava arkadaşı;Siyasi;TRUE
00000000-0000-0000-0000-000000000228;DEAŞ;Siyasi;TRUE
00000000-0000-0000-0000-000000000229;defol;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000230;Demokrasi ve Atılım Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000231;Demokrasi Zamanı Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000232;Demokrat Parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000233;Demokratik Bölgeler Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000234;Demokratik Genç Parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000235;Demokratik Sol Halk Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000236;Demokratik Sol Parti;Siyasi;TRUE
00000000-0000-0000-0000-000000000237;denyo;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000238;Devrimci Halk Kurtuluş Partisi/Cephesi;Siyasi;TRUE
00000000-0000-0000-0000-000000000239;Devrimci İşçi Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000240;DEVRİMCİ PARTİ;Siyasi;TRUE
00000000-0000-0000-0000-000000000241;Devrimci Sosyalist İşçi Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000242;DEZA-PAR;Siyasi;TRUE
00000000-0000-0000-0000-000000000243;DHKP;Siyasi;TRUE
00000000-0000-0000-0000-000000000244;DHKP/C;Siyasi;TRUE
00000000-0000-0000-0000-000000000245;DHKPC;Siyasi;TRUE
00000000-0000-0000-0000-000000000246;DHKP-C;Siyasi;TRUE
00000000-0000-0000-0000-000000000247;dick;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000248;dildo;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000249;dingil;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000250;dingilini;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000251;dinsiz;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000252;direnis;Siyasi;TRUE
00000000-0000-0000-0000-000000000253;direniş;Siyasi;TRUE
00000000-0000-0000-0000-000000000254;dkerim;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000255;Doğru Yol Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000256;dölü;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000257;domal;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000258;dönek;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000259;DP;Siyasi;TRUE
00000000-0000-0000-0000-000000000260;DSP;Siyasi;TRUE
00000000-0000-0000-0000-000000000261;düdükleme;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000262;dumbuk;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000263;dümbük;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000264;DYP;Siyasi;TRUE
00000000-0000-0000-0000-000000000265;Ebedi Nizam Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000266; eben ;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000267;ebeni;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000268;ebleh;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000269;ecdadini;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000270;ecdadını;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000271;Ekstazi;Uyuşturucu;TRUE
00000000-0000-0000-0000-000000000272;El-Kaide Terör Örgütü Türkiye Yapılanması;Siyasi;TRUE
00000000-0000-0000-0000-000000000273;embesil;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000274;Emek Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000275;Emekçi Hareket Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000276;enayi dümbeleği ;Saygısız & Uygunsuz;TRUE
00000000-0000-0000-0000-000000000277;Engelsiz Türkiye Partisi;Siyasi;TRUE
00000000-0000-0000-0000-000000000278;ensest;Cinsellik / Küfür;TRUE
00000000-0000-0000-0000-000000000279;Eroin;Uyuşturucu;TRUE
00000000-0000-0000-0000-000000000280;erotic;Cinsellik / Küfür;TRUE
